,Party,Year,Date,Tweet,Populist,Role,Left/right,Prog/cons
12,VVD,2023,2023-02-06,We moeten doen wat nodig is om bedrijven de ruimte te geven. Zodat zij kunnen werken aan oplossingen voor de uitdagingen van de toekomst.Fractievoorzitter @hermans_sophie bij WNL. https://t.co/sykkwiQbeO,no,coalition,right,conservative
13,VVD,2023,2023-02-06,"""Ik vind het niet alleen doodzonde, ik vind het ook echt een risico voor de toekomst van ons land."" Fractievoorzitter @hermans_sophie bij WNL over politieke partijen die het bedrijfsleven als de vijand zien.👇 https://t.co/i4TSxn7oky",no,coalition,right,conservative
14,VVD,2023,2023-02-04,Wat de woorden van @jesseklaver en @attjekuiken betekenen voor hardwerkend Nederland. https://t.co/NNxnibNgJ5,no,coalition,right,conservative
15,VVD,2023,2023-02-03,We moeten doen wat nodig is om Nederland aantrekkelijk te houden voor bedrijven.@MinisterEZK Micky Adriaansens bij Op1. https://t.co/F575R36r5x,no,coalition,right,conservative
16,VVD,2023,2023-02-02,"""Het hele besef dat geld eerst verdiend moet worden, dat we ook banen nodig hebben, lijkt steeds verder weg.""Tweede Kamerlid @eelcoheinen bij @Sven_op_1 over politieke partijen die bedrijven het liefst uit Nederland zien vertrekken. 👇 https://t.co/YR9Q4VATvb",no,coalition,right,conservative
17,VVD,2023,2023-02-02,We moeten doen wat nodig is om de portemonnee van hardwerkende Nederlanders te beschermen. @Sven_op_1 met Tweede Kamerlid @eelcoheinen gemist? Luister het terug. 👇https://t.co/WvvKxmryad,no,coalition,right,conservative
18,VVD,2023,2023-02-02,"We moeten doen wat nodig is om mensen met een publieke functie te beschermen.Daarom maken we het strafbaar om privégegevens van bijvoorbeeld agenten, rechters en wetenschappers te verspreiden. https://t.co/BPN2tyef0E",no,coalition,right,conservative
19,VVD,2023,2023-02-01,"Hé @groenlinks, Doe gewoon wat nodig is voor schone en betaalbare energie. 👇 https://t.co/cdaHkeTmSu",no,coalition,right,conservative
20,VVD,2023,2023-01-31,Dit zijn onze kandidaten voor de Eerste Kamer. 💙🧡Meer weten? 👇https://t.co/9blyOSEWtf https://t.co/snyF2v97WB,no,coalition,right,conservative
21,VVD,2023,2023-01-31,De ideeën van PvdA/GL pakken voor ondernemers heel slecht uit. Lees hier het interview met Mark Rutte en Edith Schippers in de Telegraaf. 👇https://t.co/zc29pMwq47 https://t.co/KLrbiNoGEc,no,coalition,right,conservative
22,VVD,2023,2023-01-31,@deavondshowvpro heb je het interview van Mark Rutte en Edith Schippers toevallig al gelezen? 👇https://t.co/nlZgEZbnO7,no,coalition,right,conservative
23,VVD,2023,2023-01-30,"Wij waren wel nieuwsgierig naar die ""blik op de toekomst"" van @PvdA en @GroenLinks... https://t.co/9eEIrZZ69V",no,coalition,right,conservative
24,VVD,2023,2023-01-30,"""Want op het moment dat wij verzwakken, zal je zien dat kartels en netwerken denken: dan is Nederland een goed doelwit."" Minister van Justitie en Veiligheid @DilanYesilgoz bij WNL. 👇 https://t.co/SpVLKcPGTp",no,coalition,right,conservative
25,VVD,2023,2023-01-30,We moeten doen wat nodig is om de hoeders van de rechtsstaat te beschermen. Minister van Justitie en Veiligheid @DilanYesilgoz bij WNL. 👇 https://t.co/17unr0O7ti,no,coalition,right,conservative
26,VVD,2023,2023-01-29,Lees hier het interview van Edith Schippers en Mark Rutte in de Telegraaf. 👉 https://t.co/pwdPc1UdNd https://t.co/EpS0vsNYK0,no,coalition,right,conservative
27,VVD,2023,2023-01-28,Mark Rutte in de Telegraaf 👉 https://t.co/pwdPc1UdNd https://t.co/YTdr4fUltS,no,coalition,right,conservative
28,VVD,2023,2023-01-28,De VVD doet wat nodig is om de portemonnee van hardwerkend Nederland te beschermen. Mark Rutte en Edith Schippers in de Telegraaf.👉 https://t.co/pwdPc1UdNd https://t.co/UrLexMzCp7,no,coalition,right,conservative
29,VVD,2023,2023-01-28,Wij doen wat nodig is om de portemonnee van hardwerkend Nederland te beschermen.Lees hier het interview van Mark Rutte en Edith Schippers in de Telegraaf. 👇https://t.co/2vi46gKfoX,no,coalition,right,conservative
30,VVD,2023,2023-01-27,Demonstreren doe je op het Malieveld. Niet op de openbare weg. Dat zorgt voor onveilige situaties. Tweede Kamerlid @ingridmichon bij Op1. 👇 https://t.co/QBjjzcQgts,no,coalition,right,conservative
31,VVD,2023,2023-01-26,Woon je in het buitenland en wil je stemmen voor de Eerste Kamer? Registreer je dan op deze website vóór 1 februari. 👇https://t.co/7J0je2GUB6 https://t.co/XP6j4VvaNG,no,coalition,right,conservative
32,VVD,2023,2023-01-26,Al 75 jaar doen wij wat nodig is.Doe ook wat nodig is. Word lid. 👇https://t.co/3cKhxZ4EyU https://t.co/MS8t5IOwTV,no,coalition,right,conservative
33,VVD,2023,2023-01-26,"""Omdat de oorlog voor veel kinderen ver weg is, moeten we echt ons best doen. We moeten een extra stap zetten om over die verschrikkingen te blijven vertellen.""Minister voor Primair en Voortgezet Onderwijs @DennisWiersma in het AD. 👇https://t.co/DSylgZb3vq",no,coalition,right,conservative
34,VVD,2023,2023-01-25,Gisteren vierden wij het 75-jarig bestaan van de VVD. Op naar de 100! 💙🧡Terugkijken? 👇https://t.co/DymLSn8BTX https://t.co/OgAYvRhLIQ,no,coalition,right,conservative
35,VVD,2023,2023-01-24,Wij zijn er klaar voor. Tot zo om 20.00 uur! Kijk live mee. 👇https://t.co/CmzvLoDdJG https://t.co/EA3Gm9Qf8J,no,coalition,right,conservative
36,VVD,2023,2023-01-24,Met stoere tweets los je de problemen van Nederland niet op. We moeten doen wat nodig is voor onze economie en voor onze veiligheid.Fractievoorzitter @hermans_sophie bij Op1 over 75 jaar VVD. 👇 https://t.co/oiG28v4y5W,no,coalition,right,conservative
37,VVD,2023,2023-01-24,@D66 Bedankt! 🎉 https://t.co/SRdrWL6oN2,no,coalition,right,conservative
38,VVD,2023,2023-01-24,Vandaag blazen wij 75 kaarsjes uit. 🥳 Meer info. 👇https://t.co/ClvPxoWSER https://t.co/zMSlkRjcsL,no,coalition,right,conservative
39,VVD,2023,2023-01-23,We moeten doen wat nodig is om Nederland nog veiliger te maken. 👇,no,coalition,right,conservative
40,VVD,2023,2023-01-23,Wij worden morgen 75 jaar oud en dat gaan we vieren! 🥳 🎥 Live meekijken 🕗 vanaf 20.00 uurhttps://t.co/DXGi7dI1CU,no,coalition,right,conservative
41,VVD,2023,2023-01-20,Werk moet bij inburgering het uitgangspunt worden.Tweede Kamerlid @bentebecker over haar voorstel bij EenVandaag. 👇 https://t.co/FUk9WKlY0w,no,coalition,right,conservative
42,VVD,2023,2023-01-18,We moeten doen wat nodig is om Nederland nog veiliger te maken. Ook online.Tweede Kamerlid @QueenyRaj bij EenVandaag. 👇https://t.co/Cy15Q23P1b,no,coalition,right,conservative
43,VVD,2023,2023-01-18,Tweede Kamerlid @UlysseEllian over het berechten van zware criminelen bij de gevangenis. 👇 https://t.co/dn2sCicXe3,no,coalition,right,conservative
44,VVD,2023,2023-01-18,Premier Mark Rutte was bij president Biden om te praten over onder andere de oorlog in Oekraïne. 👇https://t.co/Nvbj4ioPf3,no,coalition,right,conservative
45,VVD,2023,2023-01-17,"Overlastgevende asielzoekers pakken we aan. Zolang je hier bent, heb je je te gedragen.Staatssecretaris van Justitie en Veiligheid @ericvanderburg bij Op1. 👇 https://t.co/DkJwgg7T1l",no,coalition,right,conservative
46,VVD,2023,2023-01-13,"""Het lerarentekort is een tekort in aantallen, maar wordt inmiddels ook een tekort in kwaliteit."" Tweede Kamerlid @marielle_paul in het AD. https://t.co/weSuUzRD1K",no,coalition,right,conservative
47,VVD,2023,2023-01-12,Vanavond om 20.30 uur zit Tweede Kamerlid @QueenyRaj voor de vierde keer bij @DeslimstemensNL op NPO1 bij @KroNcrv. We stellen haar nog even voor. 👇 https://t.co/wkaJW1dJAj,no,coalition,right,conservative
48,VVD,2023,2023-01-12,Tweede Kamerlid @KlinkJan in het FD. 👇https://t.co/EJQbnC3N7P https://t.co/Ie72YXWd9W,no,coalition,right,conservative
49,VVD,2023,2023-01-10,"“Wie hier leeft, past zich aan de vrijheden aan die in dit land gelden. Die zijn niet onderhandelbaar.” Tweede Kamerlid @bentebecker in het AD over een strengere aanpak van eergerelateerd geweld. 👇 https://t.co/zOO5uvVGQD",no,coalition,right,conservative
50,VVD,2023,2023-01-09,Vanavond is Tweede Kamerlid @QueenyRaj te zien bij @DeslimstemensNL om 20.25 uur op NPO1 bij @KroNcrv. Test ondertussen je eigen kennis over haar in onze puzzelronde. 👇 https://t.co/SaJ3JnA6AG,no,coalition,right,conservative
51,VVD,2023,2023-01-07,Deze week in het weekendprofiel van de NRC: minister van Justitie en Veiligheid @DilanYesilgoz. 👇https://t.co/Yx093n1Nea,no,coalition,right,conservative
52,VVD,2023,2023-01-06,"“We staan op als mensen en hun rechten, hun vrijheid en hun leven op het spel staan.”@hermans_sophie en haar negen collega-fractievoorzitters over de situatie in Iran. 👇https://t.co/j4BTiC9MWe https://t.co/IMyA4uGAYt",no,coalition,right,conservative
53,VVD,2023,2023-01-04,“Slechts 29 procent van de blinden en slechtzienden is nu aan de slag en dat vind ik veel te weinig”Tweede Kamerlid @Daandekort92 over zijn plan om deze doelgroep te helpen op de arbeidsmarkt.👇 https://t.co/Eh2LCDOhn9,no,coalition,right,conservative
54,VVD,2023,2023-01-03,Lees hier het hele portret van Tweede Kamerlid @marielle_paul in de NRC.👇https://t.co/8PahvLx4dA https://t.co/rIpJME2EhF,no,coalition,right,conservative
55,VVD,2022,2022-12-31,Gelukkig nieuwjaar! 🍾 https://t.co/SZrpcSehL3,no,coalition,right,conservative
56,VVD,2022,2022-12-30,"""Veiligheid is de basis voor vrijheid, een fundamentele randvoorwaarde. Zonder veiligheid geen vrijheid. Dat zit natuurlijk in mijn hele verhaal, dat zit in alles waar ik voor sta.""Minister van Justitie en Veiligheid @DilanYesilgoz in de Volkskrant. 👇https://t.co/AUUTStnq8h",no,coalition,right,conservative
57,VVD,2022,2022-12-28,Staatssecretaris van Justitie en Veiligheid @ericvanderburg sprak met de Volkskrant over het afgelopen jaar. Over zijn eerste maanden als staatssecretaris en hoe hij het vluchtelingendossier aanpakt. 👇https://t.co/qvlchoqyNr,no,coalition,right,conservative
58,VVD,2022,2022-12-27,In het AD blikt @MinisterNenS Christianne van der Wal terug op het afgelopen jaar. 👇https://t.co/hYWWRlc7SS,no,coalition,right,conservative
59,VVD,2022,2022-12-24,Fijne kerst en gelukkig nieuwjaar! 🧡💙 https://t.co/2uSD9rIrYz,no,coalition,right,conservative
60,VVD,2022,2022-12-23,We moeten doen wat nodig is om georganiseerde misdaad aan te pakken en ons land veilig te houden. Minister van Justitie en Veiligheid @DilanYesilgoz. 👇 https://t.co/6X6nZknp5o,no,coalition,right,conservative
61,VVD,2022,2022-12-23,Een kerstboodschap... 🎄 https://t.co/LR2QW9MAhG,no,coalition,right,conservative
62,VVD,2022,2022-12-23,Het afgelopen jaar van fractievoorzitter @hermans_sophie in de NRC. 👇https://t.co/LIiRsISFnn https://t.co/wT6MroszGD,no,coalition,right,conservative
63,VVD,2022,2022-12-22,Lees het kerstinterview van staatssecretaris van Justitie en Veiligheid @ericvanderburg in het AD. 👇https://t.co/mSH64imh6B https://t.co/utRb1QlvcU,no,coalition,right,conservative
64,VVD,2022,2022-12-22,We moeten doen wat nodig is om het woningtekort aan te pakken. Ook vakantieparken kunnen een deel van de oplossing zijn.Tweede Kamerlid @Pedegro in het AD. 👇https://t.co/wsEuCdZk62,no,coalition,right,conservative
65,VVD,2022,2022-12-22,"""Iedereen mag er van ons zijn, maar we kunnen – voor wie dat wil – de kwaliteit van leven van toekomstige generaties en de persoonlijke keuzevrijheid van ouders vergroten.""Fractievoorzitter @hermans_sophie in NRC. https://t.co/DX0ASAITIV",no,coalition,right,conservative
66,VVD,2022,2022-12-21,We moeten doen wat nodig is om de asielinstroom te verlagen. Tweede Kamerlid @rubenbrekelmans bij Op1. 👇 https://t.co/85tE38TXrY,no,coalition,right,conservative
67,VVD,2022,2022-12-21,Fractievoorzitter @hermans_sophie blikt terug en kijkt vooruit naar 2023. Lees het hier. 👇https://t.co/IbFTvpg6ez,no,coalition,right,conservative
68,VVD,2022,2022-12-21,We moeten doen wat nodig is zodat iedereen wat van zijn leven kan maken. Bij arbeidsongeschiktheid kan sport helpen om snel weer te kunnen meedoen.Tweede Kamerlid @Daandekort92 bij WNL. https://t.co/lcbVSjT3xE,no,coalition,right,conservative
69,VVD,2022,2022-12-20,We moeten doen wat nodig is om de asielinstroom te verlagen. Tweede Kamerlid @rubenbrekelmans bij WNL. 👇 https://t.co/ydZbOw3CW0,no,coalition,right,conservative
70,VVD,2022,2022-12-19,Lees hier het kerstinterview van @MinisterNenS Christianne van der Wal in de Margriet 👇https://t.co/gpdyF5HDvv https://t.co/iLr2bmXaLJ,no,coalition,right,conservative
71,VVD,2022,2022-12-17,"""Als je heel hard roept hoe het zou moeten in Nederland, vind ik dat je er ook wat aan moet doen. Dan stroop je de mouwen op en ga je helpen.""@MinisterNenS Christianne van der Wal in de Margriet over het afgelopen jaar. 👇 https://t.co/CG6JTcaakT",no,coalition,right,conservative
72,VVD,2022,2022-12-16,We moeten doen wat nodig is om problemen van Nederlanders op te lossen.Fractievoorzitter @hermans_sophie bij Op1. https://t.co/VDvmRlVfGv,no,coalition,right,conservative
73,VVD,2022,2022-12-16,"""Dat kan door gezamenlijk niet-legale migratie uit Afrika terug te dringen, de Westelijke Balkanroute te sluiten en door te zorgen dat de Dublinregels functioneren.""Minister-president @markrutte over de Europese asielaanpak. 👇https://t.co/YD53t2diOC",no,coalition,right,conservative
74,VVD,2022,2022-12-15,"""De staat moet het schild zijn om mensen tegen zo'n klap te beschermen.""Minister-president @markrutte in EW Magazine over de hoge energieprijzen. 👇https://t.co/TJls3eaoBS",no,coalition,right,conservative
75,VVD,2022,2022-12-15,Minister-president @markrutte bespreekt in EW Magazine de mogelijkheden om de aantallen asielzoekers in Nederland omlaag te krijgen. 👇https://t.co/TJls3eaoBS,no,coalition,right,conservative
76,VVD,2022,2022-12-13,Tweede Kamerlid @HattevdWoude in de NRC over het beheersen van de toestroom van buitenlandse studenten. 👇https://t.co/uUWcOawagg,no,coalition,right,conservative
77,VVD,2022,2022-12-13,"""Onze economische groei, welvaart en welzijn hebben we in belangrijke mate te danken aan hardwerkende ondernemers.""Tweede Kamerleden @FolkertIdsinga en @PimVanStrien  in het AD over het belang van een goed vestigingsklimaat. 👇https://t.co/A3g86IVGyo",no,coalition,right,conservative
78,VVD,2022,2022-12-12,Wat weet u over… VVD’ers die aan De Slimste Mens meededen? 📺 Kijk vanaf 9 januari naar @DeslimstemensNL met Tweede Kamerlid @QueenyRaj. https://t.co/P15knyKQ73,no,coalition,right,conservative
79,VVD,2022,2022-12-12,We moeten doen wat nodig is om relschoppers aan te pakken en Nederland veilig te houden. Tweede Kamerlid @ingridmichon bij WNL. 👇 https://t.co/ocmZUA5CCj,no,coalition,right,conservative
80,VVD,2022,2022-12-12,Lees hier het hele interview met Minister van Justitie en Veiligheid @DilanYesilgoz. 👇https://t.co/5Feg5TuqMU https://t.co/TBLOu7AkrD,no,coalition,right,conservative
81,VVD,2022,2022-12-10,"""Ik ben een vluchteling, een Ajacied, een Amsterdammer, een minister en morgen ben ik misschien gewoon alleen weer Dilan.""Lees hier het hele interview met Minister van Justitie en Veiligheid @DilanYesilgoz. 👇https://t.co/Miw2nqti60 https://t.co/mJUc0FJCw7",no,coalition,right,conservative
82,VVD,2022,2022-12-10,"""Dat peperden ze ons in. Dat iedereen recht heeft op verdediging. En iemand die heel anders over dingen denkt dan jij, heeft ook recht op vrijheid van meningsuiting.""Lees hier het hele interview met Minister van Justitie en Veiligheid @DilanYesilgoz. 👇https://t.co/eckB1fu7I9 https://t.co/K2jpsxBYiu",no,coalition,right,conservative
83,VVD,2022,2022-12-10,We doen wat nodig is om minder afhankelijk te worden van energie uit onvrije landen. Er komen twee extra kerncentrales in Borssele. 👇 https://t.co/BfxTt0Go9o,no,coalition,right,conservative
84,VVD,2022,2022-12-09,We doen wat nodig is om minder afhankelijk te worden van energie uit onvrije landen. Tweede Kamerlid @Silvioerkens over de locatie van twee extra kerncentrales. 👇 https://t.co/zlA3diURsq,no,coalition,right,conservative
85,VVD,2022,2022-12-07,"""We hebben in Nederland een prachtige vuurwerktraditie met oud en nieuw, maar daar hoort niet bij dat je met datzelfde vuurwerk de politie of hulpverleners gaat belagen."" Tweede Kamerlid @ingridmichon over haar voorstel om illegaal vuurwerk steviger aan te pakken. 👇 https://t.co/r3lwZGWkU7",no,coalition,right,conservative
86,VVD,2022,2022-12-07,"""Ik zou willen dat we nu keuzes maken die ertoe leiden dat we minder afhankelijk op energiegebied worden.""Tweede Kamerlid @SilvioErkens bij WNL over waterstof. 👇 https://t.co/mGFMqiecfn",no,coalition,right,conservative
87,VVD,2022,2022-12-07,"""Het afsteken van vuurpijlen en knallers brengt het werk van de politie ernstig in gevaar.""Tweede Kamerlid @ingridmichon in de Telegraaf over het aanpakken van illegaal vuurwerk. 👇 https://t.co/B4wn0aAoIf",no,coalition,right,conservative
88,VVD,2022,2022-12-07,We moeten doen wat nodig is om minder afhankelijk te worden van energie uit andere landen. Daarom willen we meer waterstof produceren in Nederland. Tweede Kamerlid @SilvioErkens bij WNL. 👇 https://t.co/V2htsSANDK,no,coalition,right,conservative
89,VVD,2022,2022-12-06,"We moeten doen wat nodig is om ons huishoudboekje op orde te houden. Dat betekent dus niet gelijk naar belastingen kijken, maar eerst onderzoeken waar het minder kan. Tweede Kamerlid @eelcoheinen bij Op1. 👇 https://t.co/XUVXLJqtUj",no,coalition,right,conservative
90,VVD,2022,2022-12-05,Met twee nieuwe kerncentrales worden we minder afhankelijk van onvrije landen. Zo krijgen we straks de energierekening omlaag en kunnen we er allemaal warm bij zitten. Tweede Kamerlid @SilvioErkens bij Op1. 👇 https://t.co/jSPvafwMep,no,coalition,right,conservative
91,VVD,2022,2022-12-02,“Criminaliteit voorkom je aan de keukentafel.”Tweede Kamerlid @RuudVerkuijlen over zijn voorstel. 👇https://t.co/11KvXka7zG,no,coalition,right,conservative
92,VVD,2022,2022-12-01,We moeten antisemitisme altijd blijven bestrijden.Daarom komen Tweede Kamerleden @UlysseEllian en @gertjansegers met plannen om antisemitisme tegen te gaan. https://t.co/B1cG57JwOI,no,coalition,right,conservative
93,VVD,2022,2022-12-01,Drankrijders en andere wegpiraten nemen moedwillig het risico dat ze een zwaar ongeluk veroorzaken. Vaak misdragen ze zich keer op keer. Daarom willen wij dat de rechter hun rijbewijs levenslang kan innemen. 👇 https://t.co/HjwCMKCdSw,no,coalition,right,conservative
94,VVD,2022,2022-12-01,"We moeten antisemitisme altijd blijven bestrijden. In voetbalstadions, online, overal. Tweede Kamerlid @UlysseEllian bij WNL. 👇 https://t.co/lWOaWxfqNw",no,coalition,right,conservative
95,VVD,2022,2022-11-30,We moeten doen wat nodig is om de uitstroom van uitgeprocedeerde asielzoekers te verhogen.Tweede Kamerlid @rubenbrekelmans over de afspraken met Marokko bij de NOS. 👇 https://t.co/s6QzPVY1ET,no,coalition,right,conservative
96,VVD,2022,2022-11-30,"""Het gaat hier om roekeloze bestuurders die opzettelijk het risico nemen dat ze een zwaar ongeluk veroorzaken""Tweede Kamerlid @danielkoerhuis bij RTL. https://t.co/UmIDaaS6Uq",no,coalition,right,conservative
97,VVD,2022,2022-11-29,Onze spot voor #nedqat gemist? 😉 https://t.co/EdXE0e5kpQ,no,coalition,right,conservative
98,VVD,2022,2022-11-29,Makers van destructieve deepfake-video's maken talloze slachtoffers en komen daar ongestraft mee weg. We moeten voorkomen dat dit soort video's verder verspreiden en schade aanrichten. Het voorstel van Tweede Kamerlid @QueenyRaj om dit aan te pakken is aangenomen. 👇 https://t.co/sXaw10xcxV,no,coalition,right,conservative
99,VVD,2022,2022-11-29,We moeten ons voorbereiden op meer wateroverlast en droogte. Daarom doen we wat nodig is om het water de baas te blijven. Minister van Infrastructuur en Waterstaat @markharbers. 👇 https://t.co/0SrSKMvUIG,no,coalition,right,conservative
100,VVD,2022,2022-11-28,"Wie zich aansluit bij een terroristische organisatie, is medeverantwoordelijk voor het verwoesten van levens. De straf daarvoor moet daarom omhoog.Minister van Justitie en Veiligheid @DilanYesilgoz over haar wetsvoorstel. 👇 https://t.co/lHvi9FqkUO",no,coalition,right,conservative
101,VVD,2022,2022-11-27,"""We hebben de balans tussen economie en natuur jarenlang verwaarloosd, die móét echt terug. Natuur is niet een leuk dingetje om erbij te hebben, het is van levensbelang.""@MinisterNenS Christianne van der Wal in Trouw. 👇https://t.co/1eQICkwdQk",no,coalition,right,conservative
102,VVD,2022,2022-11-26,Gefeliciteerd @JudithTielenVVD 💪,no,coalition,right,conservative
103,VVD,2022,2022-11-26,Crimineel vermogen moet voortaan ook afgepakt kunnen worden zonder dat de eigenaar bekend is. Minister @DilanYesilgoz over haar wetsvoorstel. 👇 https://t.co/9myKp13N1e,no,coalition,right,conservative
104,VVD,2022,2022-11-24,Wij willen:✅ Onnodige faillissementen voorkomen. ✅ Zinloze regels afschaffen voor ondernemers.✅ Lastendruk voor ondernemers in kaart brengen. Tweede Kamerlid @HawreRahimi bij de #ezkbegroting. 👇,no,coalition,right,conservative
105,VVD,2022,2022-11-24,✅ Sneller optreden tegen overlastgevende asielzoekers. ✅ Kansarme asielzoekers naar sobere opvang. ✅ Ernstige overlastgevers verplaatsen naar gesloten opvanglocaties. Staatssecretaris van Justitie en Veiligheid @ericvanderburg in de Telegraaf. 👇 https://t.co/OnOOtaIncp,no,coalition,right,conservative
106,VVD,2022,2022-11-24,Daders van terroristische misdrijven pakken we hard aan. Daarom verhogen we de maximale gevangenisstraf voor deelname aan een terroristische organisatie naar twintig jaar.Minister van Justitie en Veiligheid @DilanYesilgoz in de Telegraaf. 👇https://t.co/UIymCGCpx0,no,coalition,right,conservative
107,VVD,2022,2022-11-24,Minister voor Primair en Voortgezet Onderwijs @DennisWiersma werd ondervraagd bij het Kindervragenuurtje. Want hoe zit dat met de werkdruk van leraren? 👇 https://t.co/EiXXVO0yVC,no,coalition,right,conservative
108,VVD,2022,2022-11-23,We moeten doen wat nodig is om onze strategische kennis te beschermen. Tweede Kamerlid @HattevdWoude bij WNL. https://t.co/CPaCahj7sT,no,coalition,right,conservative
109,VVD,2022,2022-11-23,Wij willen: 💡 Sneller kernenergie ⚡️ Meer energie produceren in Nederland🔋 Energiebesparing makkelijker maken❌ Minder afhankelijkheid van Russisch gasTweede Kamerlid @SilvioErkens bij de #ezkbegroting. 👇,no,coalition,right,conservative
110,VVD,2022,2022-11-23,"Hé @cdavandaag, we breken even in. 📱 https://t.co/xQ0GQD6glz",no,coalition,right,conservative
111,VVD,2022,2022-11-23,We moeten doen wat nodig is om weekendscholen aan te pakken die onvrije en ondemocratische denkbeelden aan kinderen doceren.Tweede Kamerlid @marielle_paul bij Radio 1. https://t.co/g1fDTY9osF,no,coalition,right,conservative
112,VVD,2022,2022-11-23,We doen wat nodig is om Nederland veilig te houden. Wij willen dat de zwaarste criminelen in verschillende gevangenissen worden opgesloten. Tweede Kamerlid @UlysseEllian in de Telegraaf. 👇 https://t.co/9xXmjc7zEY,no,coalition,right,conservative
113,VVD,2022,2022-11-22,De politie doet wat nodig is om ons veilig te houden. Daarom moet hun uitrusting altijd in orde zijn.Ons voorstel om meer agenten uit te rusten met een taser is aangenomen! 🚔 https://t.co/7t88lvrpHb,no,coalition,right,conservative
114,VVD,2022,2022-11-22,Heb je de speech van @markrutte gemist? Hij sprak onder andere over: ▶️ De inval van Rusland in Oekraïne▶️ Hoge asielinstroom ▶️ Doen wat nodig is Terugkijken? https://t.co/EevnWt37o3 https://t.co/8gkqKh1yYw,no,coalition,right,conservative
115,VVD,2022,2022-11-22,We moeten doen wat nodig is om wangedrag in de sport aan te pakken. @ministerLZS Conny Helder in Trouw. 👇https://t.co/BVzydfpe1i https://t.co/tLfTQQwHDE,no,coalition,right,conservative
116,VVD,2022,2022-11-22,"""Nederlandse studenten worden gewoon weggeconcurreerd door internationale studenten.""Tweede Kamerlid @HattevdWoude in het AD. 👇 https://t.co/RDid828W8B",no,coalition,right,conservative
117,VVD,2022,2022-11-21,.@markrutte beschouwt het substantieel omlaag brengen van de migratiestroom als een opdracht.Dit zei hij er zaterdag over op het VVD-congres. 👇 https://t.co/GylkCeu8gu,no,coalition,right,conservative
118,VVD,2022,2022-11-21,"""Nu geven we mensen standaard een woning, laten we ze ook standaard een baan geven, zodat ze mee kunnen doen.""Tweede Kamerlid @ThierryAartsen in RTL Nieuws. 👇https://t.co/LyCAfjLz1T",no,coalition,right,conservative
